Line of Business,Client,Project ,Manager/Director,Project Manager,Contract Type,Status,Budget,Assigned To,Review,Internal Completion Date ,Due Date (External),BQE Project #,Region,ISO/TSO/Utility,Technology,Project Source,Notes,Column1
Generation Interconnection,AETS DEVELOPMENT HOLDINGS LLC ,PC7 T5 - T5 ADDITIONAL TECHNICAL SUPPORT & MEETINGS,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Mark as Cancelled,"15,000",Anthony Saab,Bikram Bhandari,,1-Dec-24,,ERCOT,,BESS,,,
Generation Interconnection,"AETS Development Holdings, LLC",Senator (Eagle Pass) PV+Storage Task 1: ERCOT Model Quality Test and VRT Tuning,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"33,000",Anthony Saab,Behzad Jandaghi,,10-Feb-25,202320,ERCOT,,Hybrid,,,
Generation Interconnection,AGEAC (TW Solar),Sullivan (Wilkins South) Solar & Storage T3 - ERCOT PSSE MQT & VRT Tuning,Joelle Abi-Nahed,Lea El Khoury,Fixed,Hold (other reason),"30,000",Marise El Nacouzi,,,,201503,ERCOT,,Solar + BESS,Organic,Draft version delivered on 2/19.  Client wants to put it on Pause.  LEK delivered draft package and invoiced time spent,
Generation Interconnection,AGEAC (TW Solar),Sword (Hidalgo/Villanueva North) Solar & Storage T3 - ERCOT PSSE MQT & VRT Tuning,Joelle Abi-Nahed,Lea El Khoury,Fixed,In progress,"30,000",Moussa Sarkis,Marise El Nacouzi,9/5/2026,25-Sep-26,201494,ERCOT,,Solar + BESS,Organic,AGS PE - 10% deration,
,,,,,,,,,,,,,,,,,derating MW ,
Generation Interconnection,AGEAC (TW Solar),AGEAC Texas Solar Projects T5 - T5 Project Interconnection Support,Joelle Abi-Nahed,Lea El Khoury,HNTE,Invoice time spent at end of month,"15,000",Lea El Khoury,Lea El Khoury,,30-Dec-26,200690,ERCOT,,Solar + BESS,Organic,,
Generation Interconnection,AGEAC US ENERGY DEVELOPMENTS LLC,Fierce river BESS ERCOT FIS MATERIAL AND MODELS UPDATE,Joelle Abi-Nahed,Lea El Khoury,Fixed,In progress,"16,000",Elias Chedid,Lea El Khoury,8/21/2026,28-Aug-26,403649,ERCOT,,bess,,AGS Tesla,
Generation Interconnection,AGEAC US ENERGY DEVELOPMENTS LLC,Fierce river BESS Plant Aspen Model,Joelle Abi-Nahed,Lea El Khoury,Fixed,In progress,"5,000",Elias Chedid,Lea El Khoury,8/21/2026,28-Aug-26,403649,ERCOT,,bess,,,
Generation Interconnection,AGEAC US ENERGY DEVELOPMENTS LLC,Fierce river BESS ERCOT MODEL QUALITY TEST AND TUNING,Joelle Abi-Nahed,Lea El Khoury,Fixed,Hold (other reason),"13,500",Moussa Sarkis,Perla Boulos,,1-Dec-26,403649,ERCOT,,bess,,,
Generation Interconnection,Ahlatci,Eldora Solar and Storage T1-Support,Joelle Abi-Nahed,Lea El Khoury,HNTE,Invoice time spent at end of month,"15,000",,Lea El Khoury,,1-Dec-26,404894,ERCOT,,PV+BESS,,ETA for design?,
,,,,,,,,,,,,,,,,,follow up end of june / ausgut at the latest for data,
Generation Interconnection,Akuo,Tennyson Solar Task 1: Ercot FIS material  and model update,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"18,000",Yara Karam,Sonjoy Roy,5/13/2025,22-May-25,400213,ERCOT,,Solar,,Nov qsa,
Generation Interconnection,Akuo,Tennyson Solar Task 2: Ercot PSS/E Model Quality Test and VRT tuning,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"13,000",Yara Karam,Sonjoy Roy,8/27/2025,29-Aug-25,400213,ERCOT,,Solar,,"For the OEM or letter confirming the overload of the transformer, I just loop back with the manufacturer and he will do it as soon as possible.",
Generation Interconnection,Akuo,Tennyson Solar Task 3: Plant Aspen Model,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"5,000",Ghida Haj Hassan,Sonjoy Roy,6/20/2025,30-Jun-25,400213,ERCOT,,Solar,,sungrow 4400 solar + Solv PPC,
Generation Interconnection,Akuo,Tennyson Solar Task 4: PSCAD Pland Model Development,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"11,000",Yara Karam,Sonjoy Roy,8/27/2025,29-Aug-25,400213,ERCOT,,Solar,,,
Generation Interconnection,Akuo,Tennyson Solar Task 5: PSCAD Model Quality Test,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"27,000",Yara Karam,Sonjoy Roy,8/27/2025,29-Aug-25,400213,ERCOT,,Solar,,,
Generation Interconnection,Akuo,Tenyson Solar Task 8: General Interconnection Support (hourly NTE),Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Invoice time spent at end of month,"10,000",Yara Karam,Sonjoy Roy,,1-Dec-26,400213,ERCOT,,Solar,,model approval for qsa,
Generation Interconnection,Akuo,Tennyson Solar Task 7: Planning model,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"10,000",Yara Karam,Sonjoy Roy,9/26/2025,30-Sep-25,400213,ERCOT,,Solar,,feb qsa. COd change? (email on 8/5),
,,data & QSA requirement Support,,,,,,,,,,,,,,,reactive study completed by 3rd  party?,
,,,,,,,,,,,,,,,,,dynamic study with epe utilities,
Generation Interconnection,AKUO ENERGY USA,Tennyson T10- PSCAD model update for SSO,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,"9,000",Yara Karam,Sonjoy Roy,2/10/2026,25-Feb-26,400213,ERCOT,,Solar,Organic,,
Generation Interconnection,AKUO ENERGY USA ,Tennyson Task 1: ERCOT Frequency Scan Analysis,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,"32,900",Miguel Penagos,Sonjoy Roy,10/24/2025,30-Oct-25,400213,ERCOT,,Solar,,JJ: PO on file JJ: WO in file everything OK on the OS - invoice in process ,
Generation Interconnection,"Amp Z , Inc",kolb bess Task 1: ERCOT FIS Application,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Mark as Cancelled,"18,000",Yara Karam,Sonjoy Roy,,10-Jun-26,403881,ERCOT,,BESS,,,
Generation Interconnection,"Amp Z , Inc",kolb bess Task 2: ERCOT PSS/E Model Quality Test and VRT Tuning (Stand-Alone),Joelle Abi-Nahed,Sonjoy Roy,Fixed,Mark as Cancelled,"13,500",Yara Karam,Sonjoy Roy,,10-Jun-26,403881,ERCOT,,BESS,,task for bess + gas?,
Generation Interconnection,"Amp Z , Inc",kolb bess Task 3: General Technical Support,Joelle Abi-Nahed,Sonjoy Roy,HNTE,Mark as Cancelled,"5,150",Yara Karam,Sonjoy Roy,,10-Jun-26,403881,ERCOT,,BESS,,,
TPGEN,Amp Z inc,Redland Load Project Task 2: Large Load Full Transmission Study,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,"32,000",Ghida Hajj Hassan,Sonjoy Roy,2/23/2026,25-Feb-26,403160,ERCOT,,,Other team,HRML and SP,
Generation Interconnection,Amp Z inc,Kolb Reciprocating Engines T1 FIS application,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,"1,500",Yara Karam,Sonjoy Roy,,10-Jun-26,403880,ERCOT,,,Other team,please share TO with client and confirm no changes.  Please set up a call to go over RFI and ask if the load is PUN with the gas(share equipment?) or separate connections,
,,,,,,,,,,,,,,,,,follow up / invoice tiem spent?,
Generation Interconnection,Amp Z inc,Redland Load Project T10 Load one-line,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,"9,850",Ghida Hajj Hassan,Sonjoy Roy,2/5/2026,9-Feb-26,403160,ERCOT,,,Other team,,RFI from clien  received and under review.
Generation Interconnection,Amp Z inc,Redland Load Project T11 TDSP load interconnection application,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,"8,000",Ghida Hajj Hassan,Sonjoy Roy,2/5/2026,9-Feb-26,403160,ERCOT,,,Other team,,
Generation Interconnection,Amp Z inc,Redland Load Project T12 Load Model development,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,"8,500",Ghida Hajj Hassan,Sonjoy Roy,2/6/2026,9-Feb-26,403160,ERCOT,,,Other team,,
Generation Interconnection,Amp Z inc,Redland Load Project T13 Dynamic load modeling,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,"12,000",Ghida Hajj Hassan,Sonjoy Roy,2/6/2026,9-Feb-26,403160,ERCOT,,,Other team,,
Generation Interconnection,Amp Z inc,Redland Load Project T14 General Support,Joelle Abi-Nahed,Sonjoy Roy,HNTE,Invoice time spent at end of month,"10,000",,Sonjoy Roy,,1-Dec-26,403160,ERCOT,,,Other team,,
Generation Interconnection,Amp Z inc,Kolb Reciprocating Engines T2 PSSE MQT,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Mark as Cancelled,"11,000",,Sonjoy Roy,,1-Dec-26,403880,ERCOT,,,Other team,,
Generation Interconnection,Amp Z inc,Kolb Reciprocating Engines T3 General support,Joelle Abi-Nahed,Sonjoy Roy,HNTE,Mark as Cancelled,"5,150",,Sonjoy Roy,,1-Dec-26,403880,ERCOT,,,Other team,,
Generation Interconnection,AmpZ,Kolb Load LEl UPDATE,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"9,000",Siddhesh Thorat,Behzad Jandaghi,4/29/2026,30-Apr-26,405445,ERCOT,,Load,,,
Generation Interconnection,AOP renewables,Cielo Azul - T1 El Paso Interconnection Application,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"17,000",Georgette Khanfour,Yang Zhou,,26-Mar-24,,WECC,,Solar+BESS,,they were shortlisted by EPE / approval is in May so they may not proceed with it / breakers may cause delay in COD by 2 months ,
Generation Interconnection,AOP renewables,Cielo Azul - T2: PSCAD™ Plant Model Development,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be invoiced - leave open,"15,000",Georgette Khanfour,Yang Zhou,,26-Mar-24,,WECC,,Solar+BESS,,they were shortlisted by EPE / approval is in May so they may not proceed with it / breakers may cause delay in COD by 2 months ,
Generation Interconnection,AOP renewables,Clementine storage - T1 El Paso Interconnection Application,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"17,000",Georgette Khanfour,Yang Zhou,,26-Mar-24,,WECC,,Solar+BESS,,they were shortlisted by EPE / approval is in May by EPE so they may not proceed with it / breakers may cause delay in COD by 2 months ,
Generation Interconnection,AOP renewables,Clementine storage - T2: PSCAD™ Plant Model Development,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be invoiced - leave open,"15,000",Georgette Khanfour,Yang Zhou,,26-Mar-24,,WECC,,Solar+BESS,,they were shortlisted by EPE / approval is in May so they may not proceed with it / breakers may cause delay in COD by 2 months ,
Generation Interconnection,AOP renewables,Cielo Azul - T3: Project Interconnection Support,Joelle Abi-Nahed,Joelle Abi-Nahed,Hourly,Invoice time spent at end of month,"5,000",Georgette Khanfour,Yang Zhou,,1-Dec-26,,WECC,,Solar+BESS,,,
Generation Interconnection,AOP renewables,Clementine storage - T3: Project Interconnection Support,Joelle Abi-Nahed,Joelle Abi-Nahed,Hourly,Invoice time spent at end of month,"5,000",Georgette Khanfour,Yang Zhou,,1-Dec-26,,WECC,,Solar+BESS,,,
Generation Interconnection,Arava Power ,AP Sunray T1 - T1 Project Interconnection Support,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Invoice time spent at end of month,"10,000",,,,1-Dec-26,,ERCOT,,,,,
Generation Interconnection,ARC industries,Unicorn Gas Task 1: ERCOT SS & FIS Interconnection Application,Joelle Abi-Nahed,Lea El Khoury,Fixed,In progress,"18,000",Marise El Nacouzi,Lea El Khoury,,3-Dec-26,400960,ERCOT,,Gas,,follow up end of august,
Generation Interconnection,ARC industries,Unicorn Gas Task 2: ERCOT PSS/E Model Quality Test and Tuning,Joelle Abi-Nahed,Lea El Khoury,Fixed,Hold (other reason),"11,000",Marise El Nacouzi,Lea El Khoury,,1-Dec-26,400960,ERCOT,,Gas,,,
Generation Interconnection,ARC industries,Unicorn GasTask 3: FIS Scoping Meeting & Assistance in Negotiation of the FIS Scope,Joelle Abi-Nahed,Lea El Khoury,Fixed,Hold (other reason),"3,500",Marise El Nacouzi,Lea El Khoury,,1-Dec-26,400960,ERCOT,,Gas,,,
Generation Interconnection,ARC industries,Unicorn Gas Task 4: General Interconnection Support,Joelle Abi-Nahed,Lea El Khoury,HNTE,Invoice time spent at end of month,"15,000",Marise El Nacouzi,Lea El Khoury,,1-Dec-26,400960,ERCOT,,Gas,,,
TPGEN,Arrington Solar,Odyssey and Universe Ercot Trasnmission Analysis-SP,Joelle Abi-Nahed,Lea El Khoury,Fixed,In progress,"23,000",Elias Chedid,Lea El Khoury,10-Aug,14-Aug-26,203154,ERCOT,,BESS,,"Project Manager will also need to send a separate email to the Invoicing upon task completion, referencing the 50/50 split outlined in the Work Order.",
System Studies,Astra Wind LLC ,Falvez Astra Wind Project T22 - T22 Harmonic Analysis,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"11,000",,,,1-Dec-24,,ERCOT,,,,,
Generation Interconnection,Astra Wind LLC ,Falvez Astra Wind Project T23 - T23 Load Interconnection Support,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Invoice time spent at end of month,"10,000",,,,1-Dec-26,,ERCOT,,load,,,
Generation Interconnection,"Avangrid (Aurora Solar, LLC",Trail Ranch Task 1: ERCOT SS & FIS Interconnection Application,Joelle Abi-Nahed,Lea El Khoury,Fixed,Can be Invoiced and Closed,"21,600",Elias Chedid,Perla Boulos,7/10/2026,15-Jul-26,404195,ERCOT,,Solar,,,
Generation Interconnection,"Avangrid (Aurora Solar, LLC",Trail Ranch Task 2: ERCOT PSS/E Model Quality Test and Tuning,Joelle Abi-Nahed,Lea El Khoury,Fixed,In progress,"11,000",Shiva Amini,Marise El Nacouzi,8/21/2026,28-Aug-26,404195,ERCOT,,Solar,,,
Generation Interconnection,"Avangrid (Aurora Solar, LLC",Trail Ranch Task 3: Plant Aspen Model– If Required by TSP,Joelle Abi-Nahed,Lea El Khoury,Fixed,In progress,"5,000",Jonathan Ruiz,Marise El Nacouzi,8/21/2026,28-Aug-26,404195,ERCOT,,Solar,,,
Generation Interconnection,"Avangrid (Aurora Solar, LLC",Trail Ranch Task 4: General Interconnection Support,Joelle Abi-Nahed,Lea El Khoury,HNTE,Hold (other reason),"15,000",Lea El Khoury,Lea El Khoury,,1-Dec-26,404195,ERCOT,,Solar,,,
Generation Interconnection,"Avangrid (Aurora Solar, LLC",Trail Ranch 2 Task 1: ERCOT SS & FIS Interconnection Application,Joelle Abi-Nahed,Lea El Khoury,Fixed,In progress,"13,000",Jonathan Ruiz,Marise El Nacouzi,8/21/2026,28-Aug-26,405046,ERCOT,,Solar,,"same tie-line, COD?",
Generation Interconnection,"Avangrid (Aurora Solar, LLC",Trail Ranch 2  Task 2: ERCOT PSS/E Model Quality Test and Tuning,Joelle Abi-Nahed,Lea El Khoury,Fixed,Hold (other reason),"7,500",Elias Chedid,Perla Boulos,,1-Dec-26,405046,ERCOT,,Solar,,,
Generation Interconnection,"Avangrid (Aurora Solar, LLC",Trail Ranch 2 Task 3: Plant Aspen Model– If Required by TSP,Joelle Abi-Nahed,Lea El Khoury,Fixed,Hold (other reason),"3,500",Elias Chedid,Perla Boulos,,1-Dec-26,405046,ERCOT,,Solar,,,
Generation Interconnection,"Avangrid (Aurora Solar, LLC",Trail Ranch 2 Task 4: General Interconnection Support,Joelle Abi-Nahed,Lea El Khoury,HNTE,Hold (other reason),"15,000",Lea El Khoury,Lea El Khoury,,1-Dec-26,405046,ERCOT,,Solar,,,
Generation Interconnection,"Avangrid (Aurora Solar, LLC",Trail Ranch BESS Task 1: ERCOT SS & FIS Interconnection Application,Joelle Abi-Nahed,Lea El Khoury,Fixed,In progress,"13,000",Elias Chedid,Perla Boulos,,1-Dec-26,405047,ERCOT,,Solar,,,
Generation Interconnection,"Avangrid (Aurora Solar, LLC",Trail Ranch BESS   Task 2: ERCOT PSS/E Model Quality Test and Tuning,Joelle Abi-Nahed,Lea El Khoury,Fixed,Hold (other reason),"12,000",Elias Chedid,Perla Boulos,,1-Dec-26,405047,ERCOT,,Solar,,,
Generation Interconnection,"Avangrid (Aurora Solar, LLC",Trail Ranch BESS  Task 3: Plant Aspen Model– If Required by TSP,Joelle Abi-Nahed,Lea El Khoury,Fixed,Hold (other reason),"3,500",Elias Chedid,Perla Boulos,,1-Dec-26,405047,ERCOT,,Solar,,,
Generation Interconnection,"Avangrid (Aurora Solar, LLC",Trail Ranch BESS  Task 4: General Interconnection Support,Joelle Abi-Nahed,Lea El Khoury,HNTE,Hold (other reason),"15,000",Lea El Khoury,Lea El Khoury,,1-Dec-26,405047,ERCOT,,Solar,,,
Generation Interconnection,Backbone Creek BESS LLC,backbone Task 11: IFC PSCAD Plant Model Development (Conditional),Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"35,000",Georgette Khanfour,Bikram Bhandari,1/20/2026,30-Jan-26,202772,ERCOT,,BESS,,,
Generation Interconnection,Bair Energy,Brazos Project T1- ERCOT SS & FIS Interconnection Application – Gas Generation,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"18,000",Jonathan Ruiz,Georgette Khanfour,7/25/2026,28-Jul-26,404386,ERCOT,,gas+load,,one INR?,
Generation Interconnection,Bair Energy,Brazos Projec T2- ERCOT PSS/E Model Quality Test and Tuning – Gas Generation,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Hold (other reason),"11,000",,Bikram Bhandari,,2-Dec-26,404386,ERCOT,,gas+load,,pause until payment issue,
Generation Interconnection,Bair Energy,Brazos Projec T3- ERCOT PSS/E Model Quality Test and Tuning – Gas Generation + Load,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Hold (other reason),"11,000",,Bikram Bhandari,,3-Dec-26,404386,ERCOT,,gas+load,,pause until payment issue,
Generation Interconnection,Bair Energy,Brazos Projec T4- Project Interconnection Support ,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Invoice time spent at end of month,"20,000",,Bikram Bhandari,,4-Dec-26,404386,ERCOT,,gas+load,,,
Generation Interconnection,"Basin Renewable Resources, LLC ",Team Ranch T1 - T1 ERCOT EXPEDITED SS & FIS APPLICATION- GENERATION,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"24,000",Lena Barakat,Bikram Bhandari,10-May,24-May-24,,ERCOT,,BESS,,revised project size,
TPGEN,"Basin Renewable Resources, LLC ",Team Ranch Full Transmission Analysis Withdrawal Analysis,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced - leave open,"20,000",Bikram Bhandari,Joelle Abi Nahed,10-Sep,11-Sep-24,,ERCOT,,BESS,,revised project size,
,,,,,,,,,,,,,,,,,oncor screening study for load end of september?? looks good for load,
,,,,,,,,,,,,,,,,,oncor metering load+BESS,
,,,,,,,,,,,,,,,,,follow up end of january / working with TSP on POI station,
Generation Interconnection,"Basin Renewable Resources, LLC ",Operation sunshine solar T2 - T2 ERCOT MQT and VRT Tuning,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"10,000",Anthony Saab,Yang Zhou,,1-Dec-24,,ERCOT,,Solar,,"As of now, we’re working with LCRA to make this a hybrid PV/BESS/ Data Center. No updates at this time. I’ll let you know when something changes. ",
Generation Interconnection,"Basin Renewable Resources, LLC ",Operation sunshine solar T4 - T4 Project Interconnection Support,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Invoice time spent at end of month,"10,000",,,,1-Dec-26,,ERCOT,,Solar,,,
Generation Interconnection,"Basin Renewable Resources, LLC ",Operation sunshine solar T5: ERCOT FIS MATERIAL & MODELS UPDATE ,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"13,000",Anthony Saab,Yang Zhou,,1-Dec-24,,ERCOT,,Solar,,,
Generation Interconnection,"Basin Renewable Resources, LLC ",Operation sunshine solar T6: PLANT ASPEN MODEL UPDATE,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"5,000",Anthony Saab,Yang Zhou,,1-Dec-24,,ERCOT,,Solar,,,
Generation Interconnection,"Basin Renewable Resources, LLC ",Operation Sunshine Storage T2 - T2 ERCOT MODEL QUALITY TEST,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"10,000",Anthony Saab,Yang Zhou,,1-Dec-24,,ERCOT,,BESS,,,
Generation Interconnection,"Basin Renewable Resources, LLC ",Operation Sunshine Storage T3 - T3 ERCOT3 COMBINED PSSE MODEL QUALITY TEST– SOLAR+BESS,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"10,000",Anthony Saab,Yang Zhou,,1-Dec-24,,ERCOT,,BESS,,,
Generation Interconnection,"Basin Renewable Resources, LLC ",Operation Sunshine Storage T4 - T4 FIS Scoping Meeting & Assistance In Negotiation Of The FIS Scope,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"3,000",Anthony Saab,Yang Zhou,,31-Dec-23,,ERCOT,,BESS,,MQT/same design/load,
Generation Interconnection,"Basin Renewable Resources, LLC ",Operation Sunshine Storage T5 - T5 Interconnection Support & Meetings,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Invoice time spent at end of month,"5,000",,,,1-Dec-26,,ERCOT,,BESS,,,
Generation Interconnection,"Basin Renewable Resources, LLC ",Operation sunshine storage T6: ERCOT FIS MATERIAL & MODELS UPDATE ,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"13,000",Anthony Saab,Yang Zhou,,1-Dec-24,,ERCOT,,Solar,,,
Generation Interconnection,"Basin Renewable Resources, LLC ",Operation sunshine storage T7: PLANT ASPEN MODEL UPDATE,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"5,000",Anthony Saab,Yang Zhou,,1-Dec-24,,ERCOT,,Solar,,,
Generation Interconnection,"Basin Renewable Resources, LLC ",Romney Solar T2 - T2 ERCOT Model Quality Test and VRT Tuning,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"10,000",Lena Barakat,Yang Zhou,,1-Dec-24,,ERCOT,,Solar,,"I’m going to check back with the TSP late summer/early fall and see if they’ve made any plans to upgrade the substation. In the interim, we’re still leasing more land and continuing our solar monitoring program in anticipation of the substation being upgraded at some point",
,,,,,,,,,,,,,,,,,follow up september,
Generation Interconnection,"Basin Renewable Resources, LLC ",Romney Solar T3 - T3 FIS Scoping Meeting & Assistance in Negotiation of the FIS Scope,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Hold (other reason),"3,000",Lena Barakat,Yang Zhou,,1-Dec-26,,ERCOT,,Solar,,when was scoping meeting?,
,,,,,,,,,,,,,,,,,We’re going to reevaluate late year. I’ll keep you posted. -,
,,,,,,,,,,,,,,,,,followup end of january,
Generation Interconnection,"Basin Renewable Resources, LLC ",Romney Solar T4 - T4 Project Interconnection Support,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Invoice time spent at end of month,"10,000",,,,1-Dec-26,,ERCOT,,Solar,,,
Generation Interconnection,"Basin Renewable Resources, LLC ",Romney Storage T2 - T2 ERCOT MODEL QUALITY TEST,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"10,000",Lena Barakat,Yang Zhou,,1-Dec-24,,ERCOT,,BESS,,"I’m going to check back with the TSP late summer/early fall and see if they’ve made any plans to upgrade the substation. In the interim, we’re still leasing more land and continuing our solar monitoring program in anticipation of the substation being upgraded at some point",
Generation Interconnection,"Basin Renewable Resources, LLC ",Romney Storage T3 - T3 FIS Scoping Meeting & Assistance In Negotiation Of The FIS Scope,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Hold (other reason),"3,000",Lena Barakat,Yang Zhou,,1-Dec-26,,ERCOT,,BESS,,,
Generation Interconnection,"Basin Renewable Resources, LLC ",Romney Storage T4 - T4 Interconnection Support & Meetings,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Invoice time spent at end of month,"5,000",,,,1-Dec-26,,ERCOT,,BESS,,,
Generation Interconnection,"Basin Renewable Resources, LLC ",Team Ranch T2 - T2 ERCOT MODEL QUALITY TEST - GENERATION,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Hold (other reason),"11,000",Lena Barakat,Bikram Bhandari,,1-Dec-26,,ERCOT,,BESS,,follow up end of November: POI/ MQT/,
,,,,,,,,,,,,,,,,,followup on load scope 10/28,
Generation Interconnection,Big Rooter DC LLC.,Big Rooter Data Center 2 TASK 1: LOAD INTERCONNECTION SUPPORT ,Joelle Abi-Nahed,Lea El Khoury,HNTE,Invoice time spent at end of month,"10,000",Perla Boulos,Lea El Khoury,,1-Dec-26,405327,ERCOT,,Load,,,
